location,latitude,longitude,buffer_m,visibility,true_coordinates,comments,internal_wildtrax_id
13-2C1-CA1,57.145393,-111.113481,,Visible,t,,475496
13-2C1-CA2,57.146203,-111.122323,,Visible,t,,475492
13-2C1-CA3,57.150426,-111.116526,,Visible,t,,475494
13-2C1-CA4,57.150763,-111.128578,,Visible,t,,475587
13-2D1-CA1,57.232036,-111.092681,,Visible,t,,475491
13-2D1-CA2,57.234061,-111.108834,,Visible,t,,475490
13-2D1-CA3,57.232662,-111.119209,,Visible,t,,475488
13-2D1-CA4,57.237182,-111.119468,,Visible,t,,475489
13-2D1-CA5,57.242894,-111.107388,,Visible,t,,475487
13-2D1-CA6,57.239465,-111.087970,,Visible,t,,475483
13-2E1-CA1,57.277799,-111.273021,,Visible,t,,475486
13-2E1-CA2,57.277207,-111.283644,,Visible,t,,475485
13-2E1-CA3,57.281742,-111.278273,,Visible,t,,475484
13-2E1-CA4,57.283184,-111.292862,,Visible,t,,475482
13-2E1-CA5,57.284391,-111.283799,,Visible,t,,475480
13-2E1-CA6,57.288107,-111.283217,,Visible,t,,475479
13-2F1-CA1,57.195674,-111.542031,,Visible,t,,475478
13-2F1-CA2,57.203602,-111.537403,,Visible,t,,475481
13-2F1-CA3,57.202823,-111.527446,,Visible,t,,475477
13-2F1-CA4,57.200348,-111.520943,,Visible,t,,475474
13-2F1-CA5,57.199642,-111.534640,,Visible,t,,475475
14-1A1-CA1,57.077717,-112.545578,,Visible,t,,503063
14-1A1-CA2,57.096531,-112.563314,,Visible,t,,503098
14-1A1-CA3,57.083950,-112.545116,,Visible,t,,503064
14-1A1-CA4,57.088751,-112.551237,,Visible,t,,503099
14-1B1-CA1,56.981185,-112.453753,,Visible,t,,503100
14-1B1-CA2,56.990597,-112.469308,,Visible,t,,503101
14-1B1-CA3,56.994230,-112.469872,,Visible,t,,503102
14-1B1-CA4,56.993535,-112.477747,,Visible,t,,503103
14-1C1-CA1,57.193557,-112.498850,,Visible,t,,503104
14-1C1-CA2,57.199905,-112.499538,,Visible,t,,503065
14-1C1-CA3,57.197437,-112.493081,,Visible,t,,503067
14-1C1-CA4,57.204594,-112.500847,,Visible,t,,503105
14-1E1-CA2,57.160461,-112.490344,,Visible,t,,503106
14-1E1-CA3,57.163691,-112.496399,,Visible,t,,503068
14-1E1-CA6,57.160592,-112.499784,,Visible,t,,503069
14-1E1-CA8,57.167375,-112.501339,,Visible,t,,503107
14-1E2-CA1,57.244759,-112.573586,,Visible,t,,503071
14-1E2-CA2,57.244427,-112.545290,,Visible,t,,503108
14-1E2-CA3,57.247007,-112.563981,,Visible,t,,503072
14-1E2-CA4,57.243205,-112.555371,,Visible,t,,503109
14-2A1-CA1,57.023353,-112.304983,,Visible,t,,503073
14-2A1-CA2,57.028263,-112.305048,,Visible,t,,503110
14-2A1-CA3,57.025399,-112.323656,,Visible,t,,503111
14-2A1-CA4,57.025560,-112.314124,,Visible,t,,503074
14-2B1-CA1,56.948582,-112.335516,,Visible,t,,503112
14-2B1-CA2,56.953988,-112.351802,,Visible,t,,503113
14-2B1-CA3,56.951755,-112.342254,,Visible,t,,503114
14-2B1-CA4,56.951694,-112.357631,,Visible,t,,503115
14-2C1-CA1,57.187902,-112.440951,,Visible,t,,503075
14-2C1-CA2,57.186256,-112.434016,,Visible,t,,503116
14-2C1-CA3,57.191052,-112.437474,,Visible,t,,503117
14-2C1-CA4,57.191486,-112.444232,,Visible,t,,503076
14-2E1-CA3,57.249312,-112.415170,,Visible,t,,503077
14-2E1-CA4,57.248597,-112.434764,,Visible,t,,503198
14-2E1-CA5,57.246269,-112.423684,,Visible,t,,503078
14-2E1-CA7,57.252625,-112.425335,,Visible,t,,503199
14-2E2-CA1,57.242360,-112.486516,,Visible,t,,503079
14-2E2-CA2,57.236475,-112.494298,,Visible,t,,503201
14-2E2-CA3,57.240978,-112.493386,,Visible,t,,503080
14-2E2-CA4,57.247729,-112.496464,,Visible,t,,503202
15-1A1-CA1,56.273527,-113.023974,,Visible,t,,475476
15-1A1-CA2,56.273848,-113.037155,,Visible,t,,475473
15-1A1-CA3,56.278688,-113.033390,,Visible,t,,475472
15-1A1-CA4,56.279637,-113.020153,,Visible,t,,475471
15-1B1-CA1,56.349554,-112.833133,,Visible,t,,475470
15-1B1-CA2,56.354644,-112.833859,,Visible,t,,475468
15-1B1-CA3,56.361647,-112.831597,,Visible,t,,475469
15-1B1-CA4,56.366627,-112.838525,,Visible,t,,475467
15-1B1-CA5,56.367992,-112.828364,,Visible,t,,475466
15-1B1-CA6,56.372429,-112.833405,,Visible,t,,475463
15-1B1-CA7,56.378182,-112.834016,,Visible,t,,475465
15-1C1-CA1,56.371417,-112.880039,,Visible,t,,475464
15-1C1-CA2,56.374642,-112.874744,,Visible,t,,475462
15-1C1-CA3,56.375084,-112.888864,,Visible,t,,475457
15-1C1-CA4,56.378472,-112.880434,,Visible,t,,475458
15-1C1-CA5,56.381209,-112.892179,,Visible,t,,475459
15-1C1-CA6,56.381442,-112.874396,,Visible,t,,475461
15-1D1-CA1,56.176927,-112.804179,,Visible,t,,475460
15-1D1-CA2,56.180402,-112.796652,,Visible,t,,475456
15-1D1-CA3,56.176943,-112.789091,,Visible,t,,475454
15-1D1-CA4,56.177331,-112.774869,,Visible,t,,475453
15-1D1-CA5,56.181314,-112.772602,,Visible,t,,475452
15-1E1-CA1,56.377627,-112.805660,,Visible,t,,475455
15-1E1-CA2,56.381009,-112.815977,,Visible,t,,475449
15-1E1-CA3,56.384023,-112.828487,,Visible,t,,475450
15-1E1-CA4,56.386135,-112.806780,,Visible,t,,475448
15-1E1-CA5,56.389649,-112.820638,,Visible,t,,475447
15-2A1-CA1,56.343053,-112.741102,,Visible,t,,475451
15-2A1-CA2,56.347160,-112.732923,,Visible,t,,475446
15-2A1-CA3,56.350794,-112.741429,,Visible,t,,475443
15-2A1-CA4,56.356126,-112.734073,,Visible,t,,475445
15-2B1-CA1,56.354428,-112.688752,,Visible,t,,475444
15-2B1-CA2,56.355740,-112.696135,,Visible,t,,475442
15-2B1-CA3,56.356126,-112.702445,,Visible,t,,475438
15-2B1-CA4,56.354864,-112.707405,,Visible,t,,475441
15-2B1-CA5,56.358512,-112.699392,,Visible,t,,475439
15-2C1-CA1,56.340788,-112.816564,,Visible,t,,475440
15-2C1-CA2,56.345521,-112.814633,,Visible,t,,475437
15-2C1-CA3,56.347411,-112.804081,,Visible,t,,475433
15-2C1-CA4,56.352722,-112.812928,,Visible,t,,475436
15-2C1-CA5,56.355303,-112.805260,,Visible,t,,475435
15-2C1-CA6,56.359188,-112.809790,,Visible,t,,475434
15-2D1-CA1,56.210530,-112.994115,,Visible,t,,475432
15-2D1-CA2,56.212490,-113.015430,,Visible,t,,475428
15-2D1-CA3,56.215953,-113.009557,,Visible,t,,475429
15-2D1-CA4,56.213963,-112.999127,,Visible,t,,475431
15-2D1-CA5,56.213480,-112.990045,,Visible,t,,475430
15-2E1-CA1,56.394536,-112.814212,,Visible,t,,475427
15-2E1-CA2,56.399520,-112.827288,,Visible,t,,475426
15-2E1-CA3,56.402181,-112.817716,,Visible,t,,475424
15-2E1-CA4,56.408275,-112.814474,,Visible,t,,475423
15-2E1-CA5,56.415188,-112.813444,,Visible,t,,475425
16-1B1-CA1,57.223416,-110.982074,,Visible,t,,503203
16-1B1-CA2,57.219617,-110.983582,,Visible,t,,503204
16-1B1-CA3,57.229148,-110.984310,,Visible,t,,503205
16-1B1-CA4,57.232144,-110.977301,,Visible,t,,503206
16-1D1-CA1,57.254530,-111.087128,,Visible,t,,503207
16-1D1-CA2,57.255062,-111.074845,,Visible,t,,503208
16-1D1-CA3,57.250223,-111.087340,,Visible,t,,503209
16-1D1-CA4,57.249971,-111.076947,,Visible,t,,503210
16-1D2-CA1,57.232740,-111.083179,,Visible,t,,503211
16-1D2-CA2,57.233794,-111.103688,,Visible,t,,503212
16-1D2-CA3,57.231123,-111.094374,,Visible,t,,503290
16-1D2-CA4,57.237399,-111.092561,,Visible,t,,503291
16-1E1-CA1,57.273218,-110.998053,,Visible,t,,503292
16-1E1-CA2,57.280429,-110.999960,,Visible,t,,503293
16-1E1-CA3,57.274559,-111.007804,,Visible,t,,503294
16-1E1-CA4,57.277226,-110.993996,,Visible,t,,503295
16-1E2-CA1,57.208007,-111.004545,,Visible,t,,503296
16-1E2-CA2,57.211393,-110.998063,,Visible,t,,503297
16-1E2-CA3,57.206861,-110.994485,,Visible,t,,503298
16-1E2-CA4,57.209751,-111.014190,,Visible,t,,503299
16-1F1-CA1,57.229371,-111.054743,,Visible,t,,503300
16-1F1-CA2,57.232040,-111.045858,,Visible,t,,503301
16-1F1-CA3,57.239412,-111.045657,,Visible,t,,503302
16-1F1-CA4,57.243726,-111.043271,,Visible,t,,503303
16-1F2-CA1,57.329170,-111.416967,,Visible,t,,503304
16-1F2-CA2,57.330593,-111.427479,,Visible,t,,503305
16-1F2-CA3,57.333496,-111.433742,,Visible,t,,503306
16-1F2-CA4,57.324883,-111.403681,,Visible,t,,503307
16-1F3-CA1,57.378661,-111.449555,,Visible,t,,503308
16-1F3-CA2,57.387422,-111.457384,,Visible,t,,503309
16-1F3-CA3,57.382714,-111.451824,,Visible,t,,503310
16-1F3-CA4,57.391483,-111.456017,,Visible,t,,503311
16-2A1-CA1,57.404935,-110.932353,,Visible,t,,503312
16-2A1-CA2,57.409326,-110.945224,,Visible,t,,503313
16-2A1-CA3,57.412677,-110.928198,,Visible,t,,503314
16-2A1-CA4,57.415649,-110.922685,,Visible,t,,503315
16-2B1-CA1,57.342294,-111.170921,,Visible,t,,503316
16-2B1-CA2,57.339431,-111.190545,,Visible,t,,503317
16-2B1-CA3,57.338905,-111.183234,,Visible,t,,503318
16-2B1-CA4,57.338777,-111.174768,,Visible,t,,503319
16-2F2-CA1,57.438803,-111.120884,,Visible,t,,503320
16-2F2-CA2,57.439280,-111.109615,,Visible,t,,503321
16-2F2-CA3,57.440013,-111.130116,,Visible,t,,503322
16-2F2-CA4,57.441484,-111.098564,,Visible,t,,503323
16-2F3-CA1,57.438575,-111.027224,,Visible,t,,503324
16-2F3-CA2,57.439013,-111.019825,,Visible,t,,504662
16-2F3-CA3,57.439579,-111.037822,,Visible,t,,504663
16-2F3-CA4,57.441848,-111.050846,,Visible,t,,504664
16-2F4-CA1,57.401281,-111.512120,,Visible,t,,504665
16-2F4-CA2,57.402717,-111.483501,,Visible,t,,504666
16-2F4-CA3,57.403043,-111.503069,,Visible,t,,504667
16-2F4-CA4,57.404962,-111.492338,,Visible,t,,504711
19-1G1-CA1,55.343780,-110.707050,,Visible,t,,541457
19-1G1-CA2,55.346010,-110.701450,,Visible,t,,541458
19-1G1-CA3,55.348290,-110.707040,,Visible,t,,541459
19-1G1-CA4,55.345120,-110.716440,,Visible,t,,541460
19-1G2-CA1,55.389500,-110.690100,,Visible,t,,541467
19-1G2-CA2,55.390610,-110.699180,,Visible,t,,541468
19-1G2-CA3,55.392960,-110.694100,,Visible,t,,541469
19-1G2-CA4,55.392970,-110.686410,,Visible,t,,541470
19-1G2-CA5,55.395360,-110.700430,,Visible,t,,541471
19-2G1-CA1,55.341030,-110.668130,,Visible,t,,541472
19-2G1-CA2,55.340670,-110.675790,,Visible,t,,541473
19-2G1-CA3,55.341350,-110.684620,,Visible,t,,541474
19-2G1-CA4,55.343730,-110.672950,,Visible,t,,541476
19-2G1-CA5,55.346810,-110.685070,,Visible,t,,541478
19-2G1-CA6,55.348160,-110.677560,,Visible,t,,541479
19-2G2-CA1,55.367440,-110.696730,,Visible,t,,541480
19-2G2-CA2,55.369910,-110.690670,,Visible,t,,541481
19-2G2-CA3,55.371940,-110.695970,,Visible,t,,541483
19-2G2-CA4,55.370940,-110.702590,,Visible,t,,541485
19-2G2-CA5,55.376120,-110.703740,,Visible,t,,541487
21-1A1-CA1,56.538699,-111.801898,,Visible,t,,475422
21-1A1-CA2,56.544624,-111.801325,,Visible,t,,475420
21-1A1-CA3,56.548400,-111.810689,,Visible,t,,475421
21-1A1-CA4,56.553755,-111.801792,,Visible,t,,475417
21-1A2-CA1,56.495793,-111.736255,,Visible,t,,475419
21-1A2-CA2,56.499744,-111.727046,,Visible,t,,475418
21-1A2-CA3,56.502510,-111.717175,,Visible,t,,475415
21-1A2-CA4,56.503355,-111.743059,,Visible,t,,475414
21-2A1-CA1,56.542095,-111.686088,,Visible,t,,475413
21-2A1-CA2,56.548531,-111.690235,,Visible,t,,475412
21-2A1-CA3,56.549600,-111.673848,,Visible,t,,475416
21-2A1-CA4,56.551132,-111.660614,,Visible,t,,475410
21-2A2-CA1,56.580810,-111.749054,,Visible,t,,475411
21-2A2-CA2,56.587741,-111.764555,,Visible,t,,475409
21-2A2-CA3,56.587250,-111.738501,,Visible,t,,475408
21-2A2-CA4,56.585304,-111.753417,,Visible,t,,475407
22-1A1-CA1,56.971366,-114.882696,,Visible,t,,503221
22-1A1-CA2,56.974526,-114.893070,,Visible,t,,503222
22-1A1-CA3,56.979110,-114.887505,,Visible,t,,503223
22-1A1-CA4,56.984066,-114.895360,,Visible,t,,503224
22-1B1-CA1,56.846111,-114.797415,,Visible,t,,503225
22-1B1-CA2,56.847829,-114.785335,,Visible,t,,503226
22-1B1-CA3,56.847195,-114.774779,,Visible,t,,503227
22-1B1-CA4,56.851497,-114.771713,,Visible,t,,503230
22-1B2-CA1,56.924879,-114.923768,,Visible,t,,503235
22-1B2-CA2,56.926827,-114.930975,,Visible,t,,503236
22-1B2-CA3,56.931375,-114.931605,,Visible,t,,503237
22-1B2-CA4,56.935727,-114.929847,,Visible,t,,503238
22-1C1-CA1,57.065951,-114.980935,,Visible,t,,503239
22-1C1-CA2,57.071688,-114.969792,,Visible,t,,503240
22-1C1-CA3,57.073645,-114.985029,,Visible,t,,503242
22-1C1-CA4,57.073603,-114.955743,,Visible,t,,503243
22-1C1-CA6,57.069654,-114.985783,,Visible,t,,503244
22-1C1-CA7,57.075545,-114.963652,,Visible,t,,503245
22-1C1-CA8,57.071028,-114.977606,,Visible,t,,503246
22-1E1-CA1,56.964566,-114.547566,,Visible,t,,503247
22-1E1-CA2,56.971178,-114.572766,,Visible,t,,503248
22-1E1-CA3,56.966479,-114.558978,,Visible,t,,503249
22-1E1-CA4,56.972508,-114.559531,,Visible,t,,503250
22-1G2-CA1,56.994316,-114.891241,,Visible,t,,503251
22-1G2-CA2,56.998632,-114.902220,,Visible,t,,503252
22-1G2-CA3,56.997328,-114.879804,,Visible,t,,503253
22-1G2-CA4,57.002961,-114.891787,,Visible,t,,503254
22-2B1-CA1,56.952847,-114.399042,,Visible,t,,503255
22-2B1-CA2,56.956296,-114.400538,,Visible,t,,503259
22-2B1-CA3,56.949800,-114.402901,,Visible,t,,503260
22-2B1-CA4,56.944988,-114.405215,,Visible,t,,503262
22-2B2-CA1,56.984547,-114.485624,,Visible,t,,503266
22-2B2-CA2,56.982453,-114.479855,,Visible,t,,503267
22-2B2-CA3,56.987853,-114.489869,,Visible,t,,503268
22-2B2-CA4,56.986063,-114.496907,,Visible,t,,503270
22-2C1-CA1,57.003265,-114.931809,,Visible,t,,503277
22-2C1-CA2,56.998087,-114.929386,,Visible,t,,503278
22-2C1-CA3,56.999856,-114.940642,,Visible,t,,503279
22-2C1-CA4,57.003819,-114.925586,,Visible,t,,503280
22-2E1-CA1,56.982333,-114.591764,,Visible,t,,503281
22-2E1-CA2,56.984570,-114.574551,,Visible,t,,503282
22-2E1-CA4,56.980003,-114.581840,,Visible,t,,503283
22-2E1-CA5,56.988218,-114.585288,,Visible,t,,503284
22-2G1-CA1,56.946362,-114.947019,,Visible,t,,503285
22-2G1-CA2,56.952551,-114.968217,,Visible,t,,503286
22-2G1-CA3,56.951543,-114.945955,,Visible,t,,503287
22-2G1-CA4,56.956200,-114.953977,,Visible,t,,503289
2-3A1-CA10,54.953403,-111.764107,,Visible,t,,96607
2-3A2-CA10,54.931205,-111.784360,,Visible,t,,96632
2-3B1-CA10,54.940250,-111.589273,,Visible,t,,218180
3-2F2-MA4B,55.560845,-110.896416,5500,Visible,f,,231958
3-3A1-CA10,55.468411,-111.084977,,Visible,t,,96590
3-3B1-CA10,55.469283,-110.869148,,Visible,t,,96624
3-3C1-CA10,55.408670,-110.898807,,Visible,t,,96613
3-3D1-CA10,55.524251,-111.022997,,Visible,t,,96600
3-3E1-CA10,55.543540,-110.771432,,Visible,t,,96660
3-3F1-CA10,55.344726,-111.025073,,Visible,t,,218179
3-3F2-CA10,55.579685,-110.861462,,Visible,t,,96591
4-3A1-CA10,55.879748,-112.007262,,Visible,t,,96630
4-3B1-CA10,55.676991,-112.028133,,Visible,t,,96608
8-1B1-MA4A,57.197110,-111.675410,5500,Visible,t,,220178
8-1B1-MA4B,57.197323,-111.675914,5500,Visible,t,,220177
8-1E1-MA9A,57.231701,-111.693880,5500,Visible,t,,220176
8-1E1-MA9B,57.231699,-111.694158,5500,Visible,t,,220175
8-3B1-CA10,57.309111,-111.944542,,Visible,t,,96652
8-3E1-CA10,57.280725,-111.916397,,Visible,t,,96596
8-3F1-CA10,57.370890,-111.993352,,Visible,t,,218178
8-3F2-CA10,57.288636,-111.619986,,Visible,t,,96654
BAM-22-100,,,5500,Visible,t,,512274
C-100-1-11,,,,Visible,t,,175439
C-100-1-12,,,,Visible,t,,175440
C-100-1-13,,,,Visible,t,,175441
C-100-1-14,,,,Visible,t,,175444
C-100-1-15,,,,Visible,t,,175443
C-100-1-21,,,,Visible,t,,175442
C-100-1-22,,,,Visible,t,,175445
C-100-1-23,,,,Visible,t,,175446
C-100-1-24,,,,Visible,t,,175447
C-100-1-25,,,,Visible,t,,175449
C-100-1-31,,,,Visible,t,,175448
C-100-1-32,,,,Visible,t,,175450
C-100-1-33,,,,Visible,t,,175451
C-100-1-34,,,,Visible,t,,175452
C-100-1-35,,,,Visible,t,,175453
C-100-1-42,,,,Visible,t,,175454
C-100-1-43,,,,Visible,t,,175455
C-100-1-44,,,,Visible,t,,175456
C-100-1-45,,,,Visible,t,,175457
C-100-2-11,,,,Visible,t,,175458
C-100-2-12,,,,Visible,t,,175460
C-100-2-13,,,,Visible,t,,175459
C-100-2-14,,,,Visible,t,,175461
C-100-2-21,,,,Visible,t,,175462
C-100-2-23,,,,Visible,t,,175463
C-100-2-24,,,,Visible,t,,175464
C-100-2-31,,,,Visible,t,,175465
C-100-2-33,,,,Visible,t,,175466
C-100-2-34,,,,Visible,t,,175467
C-100-2-41,,,,Visible,t,,175468
C-100-2-42,,,,Visible,t,,175470
C-100-2-44,,,,Visible,t,,175469
C-100-2-51,,,,Visible,t,,175471
C-100-2-52,,,,Visible,t,,175472
C-100-2-53,,,,Visible,t,,175473
C-100-2-54,,,,Visible,t,,175474
C-100-3-11,,,,Visible,t,,175477
C-100-3-13,,,,Visible,t,,175475
C-100-3-14,,,,Visible,t,,175476
C-100-3-21,,,,Visible,t,,175478
C-100-3-23,,,,Visible,t,,175481
C-100-3-24,,,,Visible,t,,175480
C-100-3-31,,,,Visible,t,,175479
C-100-3-32,,,,Visible,t,,175483
C-100-3-33,,,,Visible,t,,175482
C-100-3-34,,,,Visible,t,,175484
C-100-3-41,,,,Visible,t,,175485
C-100-3-42,,,,Visible,t,,175486
C-100-3-43,,,,Visible,t,,175487
C-100-3-44,,,,Visible,t,,175489
C-100-3-51,,,,Visible,t,,175490
C-100-3-52,,,,Visible,t,,175488
C-100-3-53,,,,Visible,t,,175491
C-100-3-54,,,,Visible,t,,175492
CLA-ONLA-0,,,,Visible,t,"",49455
CLA-ONLA-1,,,,Visible,t,"",49456
CLA-ONLA-2,,,,Visible,t,"",49457
CLA-ONLA-3,,,,Visible,t,"",49458
CLA-ONLA-4,,,,Visible,t,"",49459
CLA-ONLP-0,,,,Visible,t,"",49460
CLA-ONLP-1,,,,Visible,t,"",49461
CLA-ONLP-2,,,,Visible,t,"",49462
CLA-ONLP-3,,,,Visible,t,"",49463
CLA-ONLP-4,,,,Visible,t,"",49464
CONSORT-1F,,,,Visible,t,"",47724
CONSORT-1O,,,,Visible,t,"",47732
CONSORT-2F,,,,Visible,t,"",47738
CONSORT-2O,,,,Visible,t,"",47739
CONSORT-3F,,,,Visible,t,"",47731
CONSORT-3O,,,,Visible,t,"",47736
CONSORT-4F,,,,Visible,t,"",47719
CONSORT-4O,,,,Visible,t,"",49126
CONSORT-5F,,,,Visible,t,"",47741
CONSORT-5O,,,,Visible,t,"",47742
CONSORT-6F,,,,Visible,t,"",49269
CONSORT-6O,,,,Visible,t,"",49131
COYE-39357,,,5500,Visible,t,,499839
COYE-40323,,,5500,Visible,t,,499484
COYE-40425,,,5500,Visible,t,,499482
COYE-40426,,,5500,Visible,t,,499483
COYE-43851,,,5500,Visible,t,,499841
COYE-44023,,,5500,Visible,t,,499844
COYE-44108,,,5500,Visible,t,,499843
COYE-44905,,,5500,Visible,t,,499845
COYE-48528,,,5500,Visible,t,,499901
COYE-48634,,,5500,Visible,t,,499848
COYE-50171,,,5500,Visible,t,,499846
COYE-50873,,,5500,Visible,t,,499847
COYE-50887,,,5500,Visible,t,,499902
COYE-51817,,,5500,Visible,t,,499851
COYE-56816,,,5500,Visible,t,,499850
COYE-59826,,,5500,Visible,t,,499853
COYE-60058,,,5500,Visible,t,,499854
COYE-60101,,,5500,Visible,t,,499855
COYE-60237,,,5500,Visible,t,,499856
COYE-70215,,,5500,Visible,t,,499861
COYE-71491,,,5500,Visible,t,,499858
COYE-72888,,,5500,Visible,t,,499862
COYE-73959,,,5500,Visible,t,,499868
COYE-75323,,,5500,Visible,t,,499863
COYE-75561,,,5500,Visible,t,,499864
COYE-75565,,,5500,Visible,t,,499865
COYE-75569,,,5500,Visible,t,,499866
COYE-76445,,,5500,Visible,t,,499905
COYE-76479,,,5500,Visible,t,,499867
COYE-78289,,,5500,Visible,t,,499872
COYE-78479,,,5500,Visible,t,,499869
COYE-78804,,,5500,Visible,t,,499873
COYE-81284,,,5500,Visible,t,,499875
COYE-82066,,,5500,Visible,t,,499881
COYE-82814,,,5500,Visible,t,,499876
COYE-84534,,,5500,Visible,t,,499906
COYE-85648,,,5500,Visible,t,,499878
COYE-85653,,,5500,Visible,t,,499907
COYE-86345,,,5500,Visible,t,,499884
COYE-86724,,,5500,Visible,t,,499879
COYE-88048,,,5500,Visible,t,,499880
COYE-90991,,,5500,Visible,t,,499882
COYE-91011,,,5500,Visible,t,,499908
COYE-98655,,,5500,Visible,t,,499909
COYE-98704,,,5500,Visible,t,,499883
COYE-98842,,,5500,Visible,t,,499885
COYE-98868,,,5500,Visible,t,,499886
COYE-99044,,,5500,Visible,t,,499910
COYE-99058,,,5500,Visible,t,,499887
COYE-99368,,,5500,Visible,t,,499888
EINP2-HIGH,,,5500,Visible,t,,476697
EINP3-HIGH,,,5500,Visible,t,,476695
EINP4-HIGH,,,5500,Visible,t,,476694
F-100-1-11,,,,Visible,t,,175546
F-100-1-12,,,,Visible,t,,175547
F-100-1-14,,,,Visible,t,,175548
F-100-1-21,,,,Visible,t,,175550
F-100-1-22,,,,Visible,t,,175549
F-100-1-23,,,,Visible,t,,175551
F-100-1-24,,,,Visible,t,,175552
F-100-1-31,,,,Visible,t,,175554
F-100-1-32,,,,Visible,t,,175553
F-100-1-33,,,,Visible,t,,175555
F-100-1-34,,,,Visible,t,,175556
F-100-1-41,,,,Visible,t,,175557
F-100-1-42,,,,Visible,t,,175558
F-100-1-43,,,,Visible,t,,175559
F-100-1-44,,,,Visible,t,,175560
F-100-1-51,,,,Visible,t,,175562
F-100-1-52,,,,Visible,t,,175561
F-100-1-53,,,,Visible,t,,175563
F-100-1-54,,,,Visible,t,,175565
F-100-2-11,,,,Visible,t,,175564
F-100-2-12,,,,Visible,t,,175567
F-100-2-13,,,,Visible,t,,175566
F-100-2-14,,,,Visible,t,,175568
F-100-2-21,,,,Visible,t,,175569
F-100-2-22,,,,Visible,t,,175571
F-100-2-23,,,,Visible,t,,175570
F-100-2-24,,,,Visible,t,,175572
F-100-2-31,,,,Visible,t,,175573
F-100-2-32,,,,Visible,t,,175574
F-100-2-33,,,,Visible,t,,175575
F-100-2-34,,,,Visible,t,,175576
F-100-2-41,,,,Visible,t,,175577
F-100-2-42,,,,Visible,t,,175578
F-100-2-43,,,,Visible,t,,175579
F-100-2-44,,,,Visible,t,,175580
F-100-2-51,,,,Visible,t,,175581
F-100-2-52,,,,Visible,t,,175582
F-100-2-53,,,,Visible,t,,175584
F-100-2-54,,,,Visible,t,,175583
F-100-3-11,,,,Visible,t,,175585
F-100-3-12,,,,Visible,t,,175587
F-100-3-13,,,,Visible,t,,175586
F-100-3-14,,,,Visible,t,,175588
F-100-3-21,,,,Visible,t,,175589
F-100-3-22,,,,Visible,t,,175590
F-100-3-23,,,,Visible,t,,175591
F-100-3-24,,,,Visible,t,,175593
F-100-3-31,,,,Visible,t,,175592
F-100-3-32,,,,Visible,t,,175594
F-100-3-33,,,,Visible,t,,175595
F-100-3-41,,,,Visible,t,,175597
F-100-3-42,,,,Visible,t,,175596
F-100-3-43,,,,Visible,t,,175598
F-100-3-44,,,,Visible,t,,175599
F-100-3-51,,,,Visible,t,,175600
F-100-3-52,,,,Visible,t,,175601
F-100-3-54,,,,Visible,t,,175602
MEA-CLLA-0,,,,Visible,t,"",49502
MEA-CLLA-1,,,,Visible,t,"",49503
MEA-CLLA-2,,,,Visible,t,"",49504
MEA-CLLP-0,,,,Visible,t,"",49505
MEA-CLLP-1,,,,Visible,t,"",49506
MEA-CLLP-2,,,,Visible,t,"",49507
MEA-CLLP-3,,,,Visible,t,"",49508
MEA-ONLA-0,,,,Visible,t,"",49516
MEA-ONLA-1,,,,Visible,t,"",49517
MEA-ONLA-2,,,,Visible,t,"",49518
MEA-ONLA-3,,,,Visible,t,"",49519
MEA-ONLP-0,,,,Visible,t,"",49520
MEA-ONLP-1,,,,Visible,t,"",49521
MEA-ONLP-2,,,,Visible,t,"",49522
MEA-ONLP-3,,,,Visible,t,"",49523
1005-NW-100,,,5500,Visible,t,,478133
1005-NW-25C,,,5500,Visible,t,,522853
1005-NW-50C,,,5500,Visible,t,,522854
1005-NW-75C,,,5500,Visible,t,,522855
1005-NW-Q10,,,5500,Visible,t,,478136
1005-NW-Q25,,,5500,Visible,t,,478134
1005-NW-Q50,,,5500,Visible,t,,478137
1005-NW-Q75,,,5500,Visible,t,,478135
1-0-MAAH34A,54.538131,-110.468627,5500,Visible,t,,478701
1-0-MAAH34B,54.538284,-110.468265,5500,Visible,t,,478700
1-0-MAAJ34A,54.537627,-110.427952,5500,Visible,t,,478699
1-0-MAAJ34B,54.537485,-110.427393,5500,Visible,t,,478698
1-0-MAAK31A,54.571737,-110.407271,5500,Visible,t,,478697
1-0-MAAK31B,54.571739,-110.407351,5500,Visible,t,,478696
1-0-MAAK34A,54.530558,-110.407679,5500,Visible,t,,478695
1-0-MAAK34B,54.530006,-110.407914,5500,Visible,t,,478694
1-0-MAAM33A,54.544048,-110.366784,5500,Visible,t,,478693
1-0-MAAM33B,54.544089,-110.367169,5500,Visible,t,,478692
1-0-MAAS28A,54.611758,-110.243634,5500,Visible,t,,478691
1-0-MAAS28B,54.611648,-110.244198,5500,Visible,t,,478690
1-0-MAAU27A,54.624802,-110.201756,5500,Visible,t,,478689
1-0-MAAU27B,54.624962,-110.201114,5500,Visible,t,,478688
1-0-MAAU28A,54.611400,-110.202580,5500,Visible,t,,478687
1-0-MAAU28B,54.611652,-110.202157,5500,Visible,t,,478686
13-0-MAC13A,57.165695,-111.566326,5500,Visible,t,,478669
13-0-MAC13B,57.165694,-111.566654,5500,Visible,t,,478668
13-0-MAD14A,57.160270,-111.541067,5500,Visible,t,,478667
13-0-MAD14B,57.160404,-111.540728,5500,Visible,t,,478666
